id_mahasiswa,nama,nim,jenis_layanan,prioritas,waktu_kedatangan,estimasi_waktu_layanan
462,Bambang Kusuma,202667550,Pengajuan Cuti,2,103,12
463,Gita Susanto,202689989,Surat Aktif Kuliah,2,17,30
464,Gita Hidayat,202617781,Surat Aktif Kuliah,3,76,22
465,Fani Ramadhan,202648357,Legalisasi,2,109,21
466,Cici Pratama,202627772,Pengajuan Cuti,4,117,6
467,Indah Sari,202627393,Legalisasi,4,106,12
468,Yanti Laksono,202674155,Legalisasi,3,80,18
469,Mario Saputra,202619899,Surat Aktif Kuliah,4,11,17
470,Qori Maulana,202658375,Surat Aktif Kuliah,3,74,5
471,Bambang Kusuma,202670090,Surat Aktif Kuliah,3,108,7
472,Zainal Laksono,202638552,Pengajuan Cuti,4,63,13
473,Kartini Putri,202654271,Surat Aktif Kuliah,2,109,20
474,Zainal Ramadhan,202699464,Konsultasi,1,80,30
475,Andi Saputra,202612135,Legalisasi,4,56,19
476,Ahmad Handayani,202636519,Pengajuan Cuti,4,112,25
477,Joko Nugroho,202645917,Legalisasi,3,10,16
478,Vina Nugroho,202616788,Surat Aktif Kuliah,3,89,29
479,Hadi Handayani,202695916,Legalisasi,1,27,20
480,Citra Sari,202687815,Legalisasi,3,1,5
481,Wahyu Ramadhan,202625807,Pengajuan Cuti,3,16,20
482,Citra Siregar,202660210,Legalisasi,4,13,15
483,Lestari Putri,202627974,Surat Aktif Kuliah,4,111,9
484,Umi Sari,202618967,Surat Aktif Kuliah,1,83,10
485,Oscar Susanto,202637926,Surat Aktif Kuliah,2,52,24
486,Vina Saputra,202638475,Legalisasi,2,96,8
487,Sari Laksono,202656077,Pengajuan Cuti,3,17,12
488,Indah Kusuma,202642528,Surat Aktif Kuliah,3,77,14
489,Yanti Santoso,202696299,Pengajuan Cuti,2,77,21
490,Gita Laksono,202648738,Surat Aktif Kuliah,4,101,12
491,Putri Laksono,202624778,Legalisasi,3,9,21
492,Cici Santoso,202657330,Pengajuan Cuti,2,110,23
493,Nina Susanto,202681613,Konsultasi,4,98,7
494,Ahmad Kusuma,202611808,Legalisasi,1,7,30
495,Mario Setiawan,202647551,Surat Aktif Kuliah,3,53,18
496,Wahyu Laksono,202620804,Surat Aktif Kuliah,3,19,13
497,Citra Putri,202620358,Surat Aktif Kuliah,2,103,9
498,Rini Ramadhan,202661214,Surat Aktif Kuliah,4,83,26
499,Umi Kusuma,202650655,Konsultasi,4,108,12
500,Budi Siregar,202621301,Pengajuan Cuti,2,78,24
