id_mahasiswa,nama,nim,jenis_layanan,prioritas,waktu_kedatangan,estimasi_waktu_layanan
462,Bambang Kusuma,202667550,Pengajuan Cuti,2,103,12
463,Gita Susanto,202689989,Surat Aktif Kuliah,2,17,30
464,Gita Hidayat,202617781,Surat Aktif Kuliah,3,76,22
465,Fani Ramadhan,202648357,Legalisasi,2,109,21
466,Cici Pratama,202627772,Pengajuan Cuti,4,117,6
467,Indah Sari,202627393,Legalisasi,4,106,12
468,Yanti Laksono,202674155,Legalisasi,3,80,18
469,Mario Saputra,202619899,Surat Aktif Kuliah,4,11,17
470,Qori Maulana,202658375,Surat Aktif Kuliah,3,74,5
471,Bambang Kusuma,202670090,Surat Aktif Kuliah,3,108,7
472,Zainal Laksono,202638552,Pengajuan Cuti,4,63,13
473,Kartini Putri,202654271,Surat Aktif Kuliah,2,109,20
474,Zainal Ramadhan,202699464,Konsultasi,1,80,30
475,Andi Saputra,202612135,Legalisasi,4,56,19
476,Ahmad Handayani,202636519,Pengajuan Cuti,4,112,25
477,Joko Nugroho,202645917,Legalisasi,3,10,16
478,Vina Nugroho,202616788,Surat Aktif Kuliah,3,89,29
479,Hadi Handayani,202695916,Legalisasi,1,27,20
480,Citra Sari,202687815,Legalisasi,3,1,5
481,Wahyu Ramadhan,202625807,Pengajuan Cuti,3,16,20
482,Citra Siregar,202660210,Legalisasi,4,13,15
483,Lestari Putri,202627974,Surat Aktif Kuliah,4,111,9
484,Umi Sari,202618967,Surat Aktif Kuliah,1,83,10
485,Oscar Susanto,202637926,Surat Aktif Kuliah,2,52,24
486,Vina Saputra,202638475,Legalisasi,2,96,8
487,Sari Laksono,202656077,Pengajuan Cuti,3,17,12
488,Indah Kusuma,202642528,Surat Aktif Kuliah,3,77,14
489,Yanti Santoso,202696299,Pengajuan Cuti,2,77,21
490,Gita Laksono,202648738,Surat Aktif Kuliah,4,101,12
491,Putri Laksono,202624778,Legalisasi,3,9,21
492,Cici Santoso,202657330,Pengajuan Cuti,2,110,23
493,Nina Susanto,202681613,Konsultasi,4,98,7
494,Ahmad Kusuma,202611808,Legalisasi,1,7,30
495,Mario Setiawan,202647551,Surat Aktif Kuliah,3,53,18
496,Wahyu Laksono,202620804,Surat Aktif Kuliah,3,19,13
497,Citra Putri,202620358,Surat Aktif Kuliah,2,103,9
498,Rini Ramadhan,202661214,Surat Aktif Kuliah,4,83,26
499,Umi Kusuma,202650655,Konsultasi,4,108,12
500,Budi Siregar,202621301,Pengajuan Cuti,2,78,24
501,Budi Putri,202697305,Konsultasi,4,15,5
502,Wahyu Sari,202611488,Legalisasi,4,66,21
503,Zainal Maulana,202631885,Surat Aktif Kuliah,4,111,13
504,Xena Pratama,202613848,Legalisasi,3,67,7
505,Indah Kusuma,202675032,Surat Aktif Kuliah,3,63,23
506,Fani Susanto,202630619,Legalisasi,2,73,26
507,Xena Pratama,202639938,Konsultasi,1,109,5
508,Hadi Wijaya,202671836,Surat Aktif Kuliah,4,22,6
509,Rini Handayani,202639428,Legalisasi,3,92,15
510,Indah Kusuma,202684913,Surat Aktif Kuliah,3,115,6
511,Fani Siregar,202677604,Pengajuan Cuti,4,8,19
512,Bambang Putri,202650724,Legalisasi,3,1,16
513,Gita Putri,202683900,Konsultasi,4,31,19
514,Lestari Purnama,202635615,Konsultasi,3,101,12
515,Eko Santoso,202663745,Legalisasi,3,81,27
516,Cici Santoso,202653912,Legalisasi,3,108,28
517,Xena Putri,202623625,Legalisasi,4,53,20
518,Budi Sari,202646678,Legalisasi,4,114,21
519,Nina Susanto,202670092,Pengajuan Cuti,1,12,21
520,Eko Laksono,202619809,Surat Aktif Kuliah,1,84,9
521,Hadi Putri,202644209,Pengajuan Cuti,4,50,27
522,Andi Ramadhan,202651689,Surat Aktif Kuliah,2,120,11
523,Eko Pratama,202630370,Legalisasi,3,40,18
524,Dewi Susanto,202637216,Surat Aktif Kuliah,3,109,8
525,Citra Nugroho,202699923,Legalisasi,4,77,6
526,Gita Ramadhan,202629442,Legalisasi,2,45,17
527,Qori Wijaya,202698760,Legalisasi,4,22,5
528,Mario Saputra,202682870,Konsultasi,2,59,8
529,Zainal Sari,202625920,Legalisasi,4,28,9
530,Gita Laksono,202658791,Konsultasi,4,10,23
531,Sari Maulana,202619829,Legalisasi,1,115,25
532,Oscar Sari,202622056,Pengajuan Cuti,4,42,8
533,Budi Saputra,202616638,Legalisasi,3,105,28
534,Mario Purnama,202613865,Surat Aktif Kuliah,3,45,11
535,Dedi Nugroho,202646043,Legalisasi,4,4,24
536,Tono Siregar,202694841,Legalisasi,3,70,20
537,Budi Kusuma,202646671,Surat Aktif Kuliah,3,82,30
538,Qori Siregar,202692675,Pengajuan Cuti,3,2,17
539,Zainal Susanto,202672874,Surat Aktif Kuliah,3,116,23
540,Qori Ramadhan,202660906,Legalisasi,1,76,12
541,Ahmad Maulana,202617680,Konsultasi,3,45,29
542,Sari Siregar,202630923,Legalisasi,3,34,22
543,Andi Wijaya,202638759,Surat Aktif Kuliah,4,49,16
544,Dedi Nugroho,202633082,Legalisasi,3,94,27
545,Lestari Santoso,202656096,Pengajuan Cuti,3,72,11
546,Andi Purnama,202681058,Legalisasi,3,11,6
547,Hadi Siregar,202612613,Surat Aktif Kuliah,1,117,24
548,Gita Sari,202654664,Konsultasi,4,108,15
549,Budi Santoso,202629361,Surat Aktif Kuliah,4,99,8
550,Bambang Setiawan,202657827,Pengajuan Cuti,3,120,26
551,Mario Pratama,202654114,Legalisasi,2,20,28
552,Nina Purnama,202695090,Legalisasi,4,71,27
553,Cici Susanto,202639261,Konsultasi,4,48,14
554,Xena Putri,202626692,Legalisasi,1,89,23
555,Mario Wijaya,202633866,Surat Aktif Kuliah,4,78,12
556,Umi Pratama,202675036,Legalisasi,4,30,16
557,Kartini Nugroho,202693387,Pengajuan Cuti,1,90,26
558,Umi Ramadhan,202668541,Legalisasi,2,88,7
559,Lestari Maulana,202624161,Konsultasi,1,56,28
560,Nina Nugroho,202664267,Surat Aktif Kuliah,3,69,17
561,Dewi Purnama,202685767,Konsultasi,3,20,19
562,Citra Wijaya,202648655,Legalisasi,2,13,7
563,Kartini Nugroho,202659213,Legalisasi,1,120,7
564,Kartini Purnama,202614063,Surat Aktif Kuliah,3,77,18
565,Fani Wijaya,202623273,Legalisasi,4,52,27
566,Rini Maulana,202696586,Legalisasi,2,6,17
567,Sari Purnama,202630132,Legalisasi,1,11,14
568,Andi Purnama,202636172,Legalisasi,2,81,14
569,Citra Purnama,202625140,Legalisasi,3,62,26
570,Indah Kusuma,202694131,Surat Aktif Kuliah,2,113,17
571,Lestari Nugroho,202668429,Legalisasi,3,33,12
572,Andi Maulana,202683957,Legalisasi,4,85,8
573,Citra Susanto,202680969,Surat Aktif Kuliah,4,29,22
574,Budi Laksono,202678496,Surat Aktif Kuliah,3,110,20
575,Sari Siregar,202672425,Legalisasi,3,109,27
576,Budi Setiawan,202684871,Pengajuan Cuti,4,86,24
577,Eko Pratama,202668857,Legalisasi,4,27,30
578,Gita Sari,202615594,Surat Aktif Kuliah,4,55,11
579,Andi Sari,202687995,Legalisasi,4,117,30
580,Citra Kusuma,202660869,Surat Aktif Kuliah,3,109,13
581,Qori Saputra,202611621,Konsultasi,3,66,30
582,Nina Pratama,202664322,Legalisasi,3,74,29
583,Dewi Pratama,202683753,Konsultasi,4,111,22
584,Cici Susanto,202663857,Legalisasi,3,73,24
585,Putri Wijaya,202632571,Legalisasi,2,77,26
586,Wahyu Laksono,202615084,Surat Aktif Kuliah,4,88,12
587,Budi Purnama,202645204,Pengajuan Cuti,1,104,30
588,Joko Putri,202646746,Konsultasi,4,87,8
589,Bambang Siregar,202627615,Legalisasi,4,99,15
590,Indah Handayani,202689296,Surat Aktif Kuliah,2,27,18
591,Xena Purnama,202677699,Pengajuan Cuti,4,65,30
592,Fani Kusuma,202650780,Konsultasi,3,99,21
593,Cici Santoso,202632773,Legalisasi,4,107,6
594,Hadi Wijaya,202669828,Legalisasi,3,25,13
595,Lestari Saputra,202676208,Surat Aktif Kuliah,4,87,5
596,Hadi Susanto,202674067,Surat Aktif Kuliah,2,111,20
597,Sari Susanto,202655122,Legalisasi,4,95,27
598,Citra Putri,202613598,Surat Aktif Kuliah,2,73,29
599,Gita Siregar,202694854,Legalisasi,2,83,18
600,Qori Santoso,202699418,Legalisasi,4,82,10
601,Tono Santoso,202639330,Legalisasi,4,39,27
602,Wahyu Maulana,202665550,Pengajuan Cuti,4,58,13
603,Gita Saputra,202649603,Konsultasi,4,50,23
604,Dewi Santoso,202677046,Pengajuan Cuti,4,107,16
605,Rini Putri,202649122,Konsultasi,3,43,13
606,Umi Ramadhan,202646292,Legalisasi,4,114,25
607,Joko Hidayat,202629652,Surat Aktif Kuliah,2,7,30
608,Bambang Laksono,202696578,Legalisasi,2,3,25
609,Putri Putri,202644004,Pengajuan Cuti,3,94,6
610,Sari Hidayat,202654980,Konsultasi,2,68,25
611,Zainal Purnama,202698064,Surat Aktif Kuliah,3,21,26
612,Cici Nugroho,202648507,Legalisasi,2,33,28
613,Zainal Nugroho,202699092,Pengajuan Cuti,3,28,16
614,Hadi Putri,202665113,Konsultasi,3,33,23
615,Joko Saputra,202625438,Surat Aktif Kuliah,4,74,23
616,Tono Kusuma,202671895,Pengajuan Cuti,3,111,26
617,Mario Setiawan,202649107,Surat Aktif Kuliah,4,19,9
618,Gita Ramadhan,202663634,Pengajuan Cuti,4,58,9
619,Kartini Nugroho,202620593,Surat Aktif Kuliah,3,22,15
620,Umi Wijaya,202610618,Surat Aktif Kuliah,2,99,10
621,Sari Nugroho,202674170,Konsultasi,4,16,24
622,Nina Handayani,202662874,Surat Aktif Kuliah,3,0,6
623,Rini Hidayat,202658904,Pengajuan Cuti,4,96,21
624,Gita Santoso,202698703,Legalisasi,4,28,27
625,Cici Susanto,202650907,Legalisasi,3,75,14
626,Fani Kusuma,202615993,Legalisasi,2,93,21
627,Tono Setiawan,202654281,Surat Aktif Kuliah,3,17,15
628,Cici Purnama,202657088,Konsultasi,2,116,30
629,Mario Santoso,202639940,Legalisasi,4,27,28
630,Ahmad Setiawan,202632150,Legalisasi,4,101,6
631,Mario Maulana,202680089,Surat Aktif Kuliah,3,6,26
632,Dewi Santoso,202616323,Konsultasi,3,48,8
633,Rini Maulana,202672181,Konsultasi,2,87,25
634,Ahmad Putri,202665165,Konsultasi,3,34,24
635,Tono Sari,202664897,Konsultasi,2,92,24
636,Dewi Putri,202624944,Konsultasi,3,77,11
637,Yanti Maulana,202678570,Pengajuan Cuti,3,52,14
638,Fani Wijaya,202681846,Surat Aktif Kuliah,2,119,20
639,Kartini Siregar,202610359,Legalisasi,1,14,23
640,Vina Purnama,202629549,Pengajuan Cuti,4,9,28
641,Xena Pratama,202643541,Surat Aktif Kuliah,3,37,13
642,Oscar Wijaya,202623083,Konsultasi,4,109,14
643,Lestari Ramadhan,202665837,Konsultasi,1,97,6
644,Ahmad Sari,202696948,Surat Aktif Kuliah,3,114,19
645,Tono Maulana,202622184,Surat Aktif Kuliah,3,14,17
646,Mario Saputra,202645630,Konsultasi,3,61,30
647,Nina Nugroho,202624819,Legalisasi,4,120,10
648,Dewi Handayani,202687431,Surat Aktif Kuliah,3,56,10
649,Tono Laksono,202657003,Surat Aktif Kuliah,4,112,28
650,Cici Sari,202673319,Pengajuan Cuti,2,52,19
651,Budi Kusuma,202644291,Konsultasi,1,111,26
652,Qori Siregar,202697798,Pengajuan Cuti,3,88,27
653,Tono Pratama,202666735,Konsultasi,2,44,26
654,Vina Laksono,202629485,Konsultasi,3,78,6
655,Ahmad Nugroho,202676266,Konsultasi,4,111,10
656,Citra Purnama,202652027,Legalisasi,4,6,21
657,Hadi Laksono,202662859,Konsultasi,1,56,30
658,Sari Saputra,202621537,Pengajuan Cuti,3,15,20
659,Xena Santoso,202623454,Surat Aktif Kuliah,1,70,5
660,Andi Kusuma,202689195,Pengajuan Cuti,3,113,21
661,Rini Hidayat,202695800,Konsultasi,4,46,6
662,Andi Siregar,202669567,Legalisasi,4,76,20
663,Wahyu Susanto,202669315,Legalisasi,4,28,5
664,Kartini Susanto,202693056,Pengajuan Cuti,2,66,16
665,Wahyu Pratama,202616001,Pengajuan Cuti,3,105,27
666,Xena Handayani,202624020,Legalisasi,2,15,17
667,Gita Saputra,202634980,Konsultasi,2,53,6
668,Dedi Pratama,202669049,Surat Aktif Kuliah,3,64,9
669,Putri Santoso,202679516,Konsultasi,3,55,23
670,Putri Setiawan,202633227,Konsultasi,2,104,9
671,Dewi Laksono,202696183,Surat Aktif Kuliah,4,64,17
672,Nina Siregar,202645861,Surat Aktif Kuliah,3,37,19
673,Zainal Sari,202628112,Surat Aktif Kuliah,4,95,21
674,Joko Ramadhan,202682560,Surat Aktif Kuliah,2,79,27
675,Joko Susanto,202698130,Legalisasi,4,22,21
676,Rini Ramadhan,202625127,Konsultasi,3,74,23
677,Vina Handayani,202698375,Konsultasi,4,36,18
678,Zainal Santoso,202678516,Legalisasi,3,6,26
679,Budi Hidayat,202644994,Konsultasi,2,36,26
680,Indah Sari,202618131,Konsultasi,2,96,22
681,Budi Susanto,202669323,Legalisasi,4,94,22
682,Bambang Siregar,202694820,Surat Aktif Kuliah,2,100,30
683,Zainal Putri,202697097,Legalisasi,3,53,30
684,Vina Ramadhan,202682369,Legalisasi,4,25,24
685,Bambang Saputra,202639564,Pengajuan Cuti,4,82,16
686,Yanti Hidayat,202635363,Legalisasi,2,87,7
687,Fani Nugroho,202677351,Legalisasi,1,35,22
688,Indah Sari,202631094,Surat Aktif Kuliah,2,42,19
689,Wahyu Sari,202615236,Legalisasi,3,6,29
690,Dedi Putri,202674298,Konsultasi,3,9,30
691,Wahyu Ramadhan,202678865,Legalisasi,2,8,30
692,Qori Nugroho,202664517,Surat Aktif Kuliah,3,44,12
693,Cici Hidayat,202696945,Legalisasi,3,27,29
694,Tono Setiawan,202672241,Pengajuan Cuti,4,83,5
695,Dewi Susanto,202668415,Legalisasi,3,117,24
696,Hadi Wijaya,202699464,Pengajuan Cuti,3,101,8
697,Mario Maulana,202680810,Konsultasi,1,66,29
698,Lestari Setiawan,202676681,Surat Aktif Kuliah,1,114,25
699,Gita Ramadhan,202677358,Legalisasi,1,98,22
700,Rini Santoso,202692174,Legalisasi,3,99,11
701,Bambang Handayani,202623622,Legalisasi,4,112,28
702,Yanti Handayani,202694747,Konsultasi,1,87,9
703,Ahmad Saputra,202653479,Legalisasi,1,22,30
704,Indah Kusuma,202685362,Konsultasi,4,52,17
705,Oscar Laksono,202666758,Legalisasi,3,15,22
706,Ahmad Kusuma,202686757,Legalisasi,4,45,21
707,Dewi Putri,202699900,Legalisasi,1,97,19
708,Mario Laksono,202696603,Legalisasi,2,28,9
709,Xena Laksono,202681530,Legalisasi,3,38,26
710,Cici Susanto,202611462,Surat Aktif Kuliah,3,15,6
711,Ahmad Laksono,202680406,Surat Aktif Kuliah,1,26,28
712,Xena Susanto,202637753,Surat Aktif Kuliah,3,65,9
713,Fani Nugroho,202638940,Surat Aktif Kuliah,2,14,10
714,Vina Wijaya,202681940,Surat Aktif Kuliah,3,37,26
715,Citra Maulana,202622872,Legalisasi,3,42,16
716,Eko Siregar,202623114,Legalisasi,1,24,15
717,Putri Saputra,202653037,Surat Aktif Kuliah,3,74,9
718,Sari Susanto,202651463,Pengajuan Cuti,2,40,12
719,Zainal Siregar,202693996,Surat Aktif Kuliah,4,17,26
720,Xena Ramadhan,202672909,Surat Aktif Kuliah,3,39,20
721,Rini Pratama,202633039,Surat Aktif Kuliah,1,35,9
722,Cici Hidayat,202644503,Konsultasi,3,93,7
723,Cici Santoso,202676477,Surat Aktif Kuliah,4,74,17
724,Yanti Hidayat,202614805,Surat Aktif Kuliah,3,69,20
725,Umi Sari,202657949,Surat Aktif Kuliah,4,75,28
726,Bambang Putri,202627549,Surat Aktif Kuliah,3,50,16
727,Qori Santoso,202696859,Legalisasi,4,78,26
728,Fani Setiawan,202628399,Surat Aktif Kuliah,2,72,26
729,Bambang Sari,202673374,Pengajuan Cuti,1,97,20
730,Hadi Kusuma,202644650,Surat Aktif Kuliah,1,26,21
731,Dedi Susanto,202660869,Surat Aktif Kuliah,3,5,6
732,Umi Ramadhan,202623530,Konsultasi,3,106,13
733,Andi Maulana,202685843,Surat Aktif Kuliah,2,83,17
734,Lestari Kusuma,202677721,Legalisasi,4,28,21
735,Mario Susanto,202655225,Surat Aktif Kuliah,3,77,5
736,Qori Sari,202667659,Legalisasi,1,82,13
737,Gita Sari,202634499,Legalisasi,3,104,8
738,Vina Siregar,202664345,Konsultasi,4,61,26
739,Putri Purnama,202637618,Surat Aktif Kuliah,3,52,5
740,Hadi Wijaya,202626763,Surat Aktif Kuliah,2,80,21
741,Budi Sari,202617329,Legalisasi,4,66,17
742,Tono Santoso,202696737,Konsultasi,4,27,19
743,Tono Purnama,202673134,Legalisasi,4,76,9
744,Zainal Nugroho,202691686,Konsultasi,2,92,26
745,Kartini Saputra,202688189,Surat Aktif Kuliah,2,49,9
746,Dewi Santoso,202636523,Surat Aktif Kuliah,4,87,18
747,Andi Sari,202689366,Legalisasi,3,78,24
748,Budi Setiawan,202625404,Legalisasi,3,115,24
749,Rini Santoso,202698941,Surat Aktif Kuliah,3,47,6
750,Wahyu Setiawan,202666225,Legalisasi,4,101,29
751,Mario Susanto,202687208,Konsultasi,4,107,27
752,Sari Pratama,202665770,Legalisasi,3,29,7
753,Joko Handayani,202643792,Legalisasi,4,101,5
754,Sari Setiawan,202625445,Surat Aktif Kuliah,3,26,27
755,Zainal Ramadhan,202663589,Surat Aktif Kuliah,2,83,23
756,Indah Maulana,202680269,Surat Aktif Kuliah,3,35,26
757,Mario Hidayat,202664163,Surat Aktif Kuliah,3,22,16
758,Rini Purnama,202643264,Pengajuan Cuti,3,99,27
759,Mario Sari,202696414,Legalisasi,2,100,27
760,Fani Pratama,202638110,Surat Aktif Kuliah,4,102,22
761,Tono Wijaya,202631069,Surat Aktif Kuliah,3,102,7
762,Andi Sari,202671823,Pengajuan Cuti,3,8,13
763,Hadi Susanto,202620491,Surat Aktif Kuliah,4,119,17
764,Tono Setiawan,202647549,Konsultasi,3,99,10
765,Umi Purnama,202667537,Legalisasi,4,119,30
766,Qori Putri,202635526,Legalisasi,3,66,27
767,Hadi Nugroho,202698346,Legalisasi,2,0,10
768,Citra Maulana,202662355,Surat Aktif Kuliah,3,75,11
769,Qori Santoso,202618994,Pengajuan Cuti,3,92,22
770,Dedi Susanto,202655545,Pengajuan Cuti,2,77,11
771,Oscar Laksono,202685355,Legalisasi,2,64,8
772,Rini Kusuma,202675952,Legalisasi,4,102,21
773,Indah Maulana,202668035,Pengajuan Cuti,3,98,12
774,Yanti Ramadhan,202670143,Konsultasi,4,110,5
775,Putri Pratama,202643793,Legalisasi,3,28,26
776,Wahyu Siregar,202651384,Surat Aktif Kuliah,3,68,5
777,Wahyu Maulana,202642540,Legalisasi,3,95,15
778,Citra Nugroho,202672464,Legalisasi,2,73,13
779,Fani Hidayat,202675405,Konsultasi,2,30,13
780,Gita Siregar,202636578,Konsultasi,4,45,9
781,Yanti Pratama,202625713,Pengajuan Cuti,3,84,20
782,Tono Santoso,202680973,Pengajuan Cuti,4,47,24
783,Kartini Purnama,202685304,Pengajuan Cuti,3,97,21
784,Indah Laksono,202639111,Konsultasi,2,67,30
785,Nina Purnama,202680880,Legalisasi,3,110,26
786,Yanti Nugroho,202669926,Pengajuan Cuti,3,58,15
787,Wahyu Santoso,202611550,Konsultasi,3,12,15
788,Lestari Maulana,202634531,Surat Aktif Kuliah,2,60,24
789,Kartini Susanto,202634106,Surat Aktif Kuliah,2,89,29
790,Lestari Susanto,202662507,Legalisasi,2,16,23
791,Vina Siregar,202623091,Konsultasi,4,71,18
792,Bambang Laksono,202635699,Legalisasi,4,19,20
793,Zainal Santoso,202633149,Surat Aktif Kuliah,2,114,25
794,Qori Ramadhan,202673783,Legalisasi,3,72,6
795,Mario Pratama,202631410,Legalisasi,4,60,25
796,Dewi Saputra,202653865,Legalisasi,3,71,30
797,Indah Susanto,202612600,Surat Aktif Kuliah,3,86,24
798,Gita Nugroho,202647305,Surat Aktif Kuliah,3,62,29
799,Xena Saputra,202620278,Surat Aktif Kuliah,2,80,9
800,Bambang Nugroho,202693963,Konsultasi,3,80,24
801,Sari Laksono,202619352,Legalisasi,3,40,15
802,Umi Putri,202645059,Surat Aktif Kuliah,3,113,19
803,Yanti Susanto,202686929,Surat Aktif Kuliah,3,21,10
804,Bambang Santoso,202626390,Konsultasi,3,120,28
805,Wahyu Kusuma,202637601,Legalisasi,2,8,20
806,Rini Wijaya,202613456,Konsultasi,3,10,8
807,Indah Sari,202621051,Konsultasi,4,39,12
808,Hadi Putri,202668086,Surat Aktif Kuliah,2,107,10
809,Ahmad Wijaya,202696973,Surat Aktif Kuliah,4,110,20
810,Oscar Maulana,202681899,Surat Aktif Kuliah,4,89,22
811,Fani Saputra,202692713,Konsultasi,4,55,21
812,Umi Putri,202655505,Surat Aktif Kuliah,2,11,19
813,Joko Susanto,202664029,Legalisasi,3,0,21
814,Andi Sari,202655074,Legalisasi,3,88,20
815,Yanti Purnama,202649271,Legalisasi,3,37,24
816,Hadi Santoso,202681856,Surat Aktif Kuliah,3,71,18
817,Mario Siregar,202631401,Konsultasi,3,106,17
818,Hadi Maulana,202620383,Surat Aktif Kuliah,2,97,30
819,Dedi Maulana,202647314,Surat Aktif Kuliah,3,34,18
820,Gita Kusuma,202633909,Legalisasi,2,58,24
821,Oscar Maulana,202691626,Surat Aktif Kuliah,3,19,6
822,Rini Santoso,202634372,Pengajuan Cuti,2,16,27
823,Oscar Santoso,202640515,Legalisasi,1,27,15
824,Nina Putri,202675326,Pengajuan Cuti,3,101,6
825,Kartini Kusuma,202629149,Legalisasi,4,9,22
826,Putri Nugroho,202635192,Pengajuan Cuti,2,48,5
827,Dewi Siregar,202660437,Konsultasi,3,94,6
828,Gita Saputra,202622316,Surat Aktif Kuliah,4,60,17
829,Vina Putri,202652345,Legalisasi,4,95,22
830,Qori Pratama,202643203,Surat Aktif Kuliah,2,46,6
831,Bambang Hidayat,202624802,Legalisasi,3,1,10
832,Zainal Maulana,202686638,Legalisasi,4,1,6
833,Sari Purnama,202688147,Legalisasi,4,31,10
834,Putri Kusuma,202699909,Surat Aktif Kuliah,4,97,25
835,Budi Wijaya,202656599,Surat Aktif Kuliah,4,101,8
836,Eko Purnama,202640498,Legalisasi,3,82,29
837,Lestari Saputra,202635293,Legalisasi,3,92,9
838,Indah Wijaya,202673610,Konsultasi,3,69,27
839,Putri Hidayat,202684279,Legalisasi,3,93,19
840,Indah Nugroho,202619028,Surat Aktif Kuliah,3,104,13
841,Rini Susanto,202669518,Legalisasi,3,48,28
842,Fani Santoso,202691230,Pengajuan Cuti,4,30,15
843,Xena Kusuma,202696284,Pengajuan Cuti,4,24,21
844,Vina Purnama,202682282,Legalisasi,2,52,25
845,Kartini Pratama,202622617,Surat Aktif Kuliah,1,106,9
846,Fani Wijaya,202636487,Legalisasi,2,4,23
847,Umi Laksono,202696236,Surat Aktif Kuliah,3,75,13
848,Budi Susanto,202638931,Surat Aktif Kuliah,1,119,11
849,Umi Purnama,202620481,Surat Aktif Kuliah,3,46,22
850,Xena Handayani,202658375,Konsultasi,1,78,13
851,Qori Wijaya,202619226,Konsultasi,1,27,21
852,Dewi Pratama,202640280,Surat Aktif Kuliah,2,67,26
853,Hadi Nugroho,202683194,Konsultasi,3,13,29
854,Umi Susanto,202698408,Surat Aktif Kuliah,3,113,8
855,Fani Nugroho,202682086,Surat Aktif Kuliah,3,20,22
856,Tono Saputra,202656180,Pengajuan Cuti,3,41,16
857,Nina Handayani,202652396,Surat Aktif Kuliah,3,27,17
858,Yanti Maulana,202657188,Pengajuan Cuti,3,50,5
859,Xena Wijaya,202647288,Surat Aktif Kuliah,3,113,14
860,Ahmad Putri,202639084,Legalisasi,3,98,27
861,Andi Maulana,202682570,Surat Aktif Kuliah,3,73,9
862,Dewi Wijaya,202670342,Surat Aktif Kuliah,2,46,23
863,Hadi Siregar,202643587,Konsultasi,1,51,23
864,Dedi Hidayat,202620119,Konsultasi,4,22,20
865,Andi Pratama,202688019,Surat Aktif Kuliah,1,103,23
866,Mario Kusuma,202617330,Pengajuan Cuti,3,112,18
867,Nina Pratama,202639717,Konsultasi,4,118,5
868,Umi Laksono,202617095,Legalisasi,1,69,23
869,Eko Ramadhan,202675851,Konsultasi,2,86,28
870,Mario Saputra,202688006,Surat Aktif Kuliah,1,55,14
871,Zainal Laksono,202629401,Legalisasi,1,73,28
872,Budi Laksono,202644414,Legalisasi,3,99,27
873,Eko Sari,202673036,Surat Aktif Kuliah,3,83,23
874,Gita Setiawan,202642276,Legalisasi,2,55,15
875,Vina Kusuma,202624750,Konsultasi,3,44,11
876,Kartini Susanto,202687841,Konsultasi,4,21,16
877,Tono Saputra,202691682,Legalisasi,1,104,12
878,Gita Susanto,202630447,Konsultasi,4,14,28
879,Budi Siregar,202691397,Pengajuan Cuti,4,104,14
880,Ahmad Ramadhan,202624586,Legalisasi,3,42,11
881,Xena Hidayat,202636713,Surat Aktif Kuliah,4,70,20
882,Tono Sari,202697591,Legalisasi,3,84,21
883,Budi Maulana,202632325,Legalisasi,2,89,24
884,Indah Wijaya,202670944,Konsultasi,1,49,26
885,Indah Susanto,202624142,Legalisasi,4,83,17
886,Hadi Laksono,202676656,Pengajuan Cuti,1,40,20
887,Bambang Kusuma,202634435,Legalisasi,4,71,27
888,Ahmad Wijaya,202642427,Pengajuan Cuti,3,62,17
889,Xena Nugroho,202612409,Legalisasi,3,80,14
890,Hadi Setiawan,202646160,Konsultasi,3,112,17
891,Cici Santoso,202682738,Pengajuan Cuti,2,43,17
892,Vina Sari,202621508,Konsultasi,3,86,24
893,Bambang Siregar,202664701,Legalisasi,2,39,24
894,Kartini Saputra,202681072,Legalisasi,3,74,22
895,Vina Hidayat,202628103,Legalisasi,4,67,9
896,Nina Sari,202696014,Pengajuan Cuti,4,40,7
897,Rini Pratama,202634135,Legalisasi,4,93,5
898,Yanti Ramadhan,202664270,Pengajuan Cuti,3,95,25
899,Dedi Maulana,202629918,Konsultasi,2,23,5
900,Yanti Maulana,202689378,Surat Aktif Kuliah,2,29,12
901,Vina Santoso,202657090,Legalisasi,4,17,21
902,Bambang Purnama,202695141,Surat Aktif Kuliah,4,62,20
903,Eko Nugroho,202635331,Legalisasi,3,1,13
904,Nina Siregar,202697994,Pengajuan Cuti,4,8,10
905,Dedi Saputra,202690880,Surat Aktif Kuliah,3,58,12
906,Nina Laksono,202615483,Surat Aktif Kuliah,4,92,15
907,Mario Setiawan,202694069,Pengajuan Cuti,4,66,8
908,Oscar Saputra,202615560,Pengajuan Cuti,2,68,17
909,Xena Wijaya,202683099,Surat Aktif Kuliah,4,6,11
910,Joko Saputra,202662172,Pengajuan Cuti,4,36,19
911,Fani Handayani,202648591,Surat Aktif Kuliah,1,66,9
912,Oscar Saputra,202621855,Konsultasi,2,99,23
913,Cici Sari,202661521,Surat Aktif Kuliah,3,22,19
914,Sari Hidayat,202669597,Legalisasi,3,83,27
915,Zainal Nugroho,202626194,Legalisasi,4,81,16
916,Citra Setiawan,202660344,Konsultasi,4,78,10
917,Mario Laksono,202615755,Konsultasi,4,72,26
918,Bambang Sari,202631250,Pengajuan Cuti,2,91,6
919,Nina Putri,202650570,Konsultasi,4,36,25
920,Fani Pratama,202627246,Pengajuan Cuti,1,97,13
921,Ahmad Saputra,202675226,Pengajuan Cuti,3,0,24
922,Cici Purnama,202641180,Legalisasi,3,58,18
923,Oscar Kusuma,202688803,Surat Aktif Kuliah,2,70,13
924,Tono Hidayat,202616412,Legalisasi,1,44,6
